faimsAttributeID,,Faims true attribute name,faimsEntityAttributeName,mungoAttributeLabelStatic,attributeLocation,faimsVocab,mungoVocab,VocabCountOrder,pictureFilename,infoFilenames,VocabDescription,parentVocabularyName,notesToFAIMSTeam,Actionable,notesToMungoTeam
1.69E+11,1.69154E+11,Hearth_-_Sediment_Type,Hearth_-_Sediment_Type,Sediment Type,Hearth,{carblag},carblag,22,86_carb lag.jpg,85_carb lag exposure.jpg;86_carb lag.jpg,"broken up, angular pieces of carbonate nodules, root traces, burrows, rhizomorphs representing a reworked lag",,,,
1.69E+11,1.69154E+11,Hearth_-_Sediment_Type,Hearth_-_Sediment_Type,Sediment Type,Hearth,{finesilt},finesilt,23,87_fine silt.jpg,87_fine silt.jpg,"fine, well-sorted silt with no clay component",,,,
1.69E+11,1.69154E+11,Hearth_-_Sediment_Type,Hearth_-_Sediment_Type,Sediment Type,Hearth,{cobblebeach},cobblebeach,24,88_cobble beach exposure.jpg,88_cobble beach exposure.jpg;89_cobble beach profile.jpg;90_subtle cobble beach.jpg;91_cobble beach close up.jpg,"continuous bed of rounded carbonate nodules, rhizomorphs etc together with rounded pebbles/cobbles of qtz or rock fragments",,,,
1.69E+11,1.69154E+11,Hearth_-_Sediment_Type,Hearth_-_Sediment_Type,Sediment Type,Hearth,{gravelbeach},gravelbeach,25,,,relatively continuous bed of rounded gravels and coarse sand,,,,
1.69E+11,1.69154E+11,Hearth_-_Sediment_Type,Hearth_-_Sediment_Type,Sediment Type,Hearth,{other},other,26,,,sediment not described by any of the above (record in annotations),,,,
1.69E+11,1.69154E+11,Hearth_-_Stratigraphic_Unit,Hearth_-_Stratigraphic_Unit,Stratigraphic Unit,Hearth,{Golgol},Golgol,1,,,deeply weathered sands and clays with strong red colour,,,,
1.69E+11,1.69154E+11,Hearth_-_Stratigraphic_Unit,Hearth_-_Stratigraphic_Unit,Stratigraphic Unit,Hearth,{ggC},ggC,2,,,Golgol C horizon: in situ carbonate nodules and sediments cemented together to form distinct pavement (pinkish colour),,,,
1.69E+11,1.69154E+11,Hearth_-_Stratigraphic_Unit,Hearth_-_Stratigraphic_Unit,Stratigraphic Unit,Hearth,{gglag},gglag,3,,,"surface lag made up of broken up, angular pieces of pinkish carbonate nodules, root traces etc derived from the Golgol C",,,,
1.69E+11,1.69154E+11,Hearth_-_Stratigraphic_Unit,Hearth_-_Stratigraphic_Unit,Stratigraphic Unit,Hearth,{B},B,4,,,Lower Mungo,,,,
1.69E+11,1.69154E+11,Hearth_-_Stratigraphic_Unit,Hearth_-_Stratigraphic_Unit,Stratigraphic Unit,Hearth,{C},C,5,,,Upper Mungo,,,,
1.69E+11,1.69154E+11,Hearth_-_Stratigraphic_Unit,Hearth_-_Stratigraphic_Unit,Stratigraphic Unit,Hearth,{D},D,6,,,mega-lake sediments,,,,
1.69E+11,1.69154E+11,Hearth_-_Stratigraphic_Unit,Hearth_-_Stratigraphic_Unit,Stratigraphic Unit,Hearth,{E},E,7,,,Arumpo/Zanci,,,,
1.69E+11,1.69154E+11,Hearth_-_Stratigraphic_Unit,Hearth_-_Stratigraphic_Unit,Stratigraphic Unit,Hearth,{F},F,8,,,unconsolidated sands reworked lunette sediments,,,,
1.69E+11,1.69154E+11,Hearth_-_Stratigraphic_Unit,Hearth_-_Stratigraphic_Unit,Stratigraphic Unit,Hearth,{G},G,9,,,Holocene alluvial fans,,,,
1.69E+11,1.69154E+11,Hearth_-_Stratigraphic_Unit,Hearth_-_Stratigraphic_Unit,Stratigraphic Unit,Hearth,{H},H,10,,,modern aeolian,,,,
1.69E+11,1.69154E+11,Hearth_-_Stratigraphic_Unit,Hearth_-_Stratigraphic_Unit,Stratigraphic Unit,Hearth,{I},I,11,,,modern alluvium,,,,
1.69E+11,1.69154E+11,Hearth_-_Stratigraphic_Unit,Hearth_-_Stratigraphic_Unit,Stratigraphic Unit,Hearth,{other},other,13,,,stratigraphic unit not described by any of the above (record in annotations),,,,
1.69E+11,1.69154E+11,Hearth_-_Stratigraphic_Unit,Hearth_-_Stratigraphic_Unit,Stratigraphic Unit,Hearth,{indet},unident,12,,,stratgraphic unit not identified,,,,
1.69E+11,1.69154E+11,Hearth_-_Vulnerability_To_Erosion,Hearth_-_Vulnerability_To_Erosion,Vulnerability to Erosion,Hearth,{low},low,1,94_low on clayeysand except rills.jpg,92_low lake floor.jpg;93_low platform.jpg;94_low on clayeysand except rills.jpg;95_low but high in rills 1.jpg;96_low but high in rills 2.jpg;97_low on pedestal.jpg,"On a relatively stable, flat surface or gentle slope that is not being eroded by rills, in well cemented (firm) sediment",,,,
1.69E+11,1.69154E+11,Hearth_-_Vulnerability_To_Erosion,Hearth_-_Vulnerability_To_Erosion,Vulnerability to Erosion,Hearth,{moderate},moderate,2,100_moderate until rills cut in.jpg,98_moderate low slope no rills.jpg;99_moderate shells on platform.jpg;100_moderate until rills cut in.jpg,"Wider area is being eaten away by ongoing erosion, e.g. near edge of platform exposure, gully head, expanding rill system",,,,
1.69E+11,1.69154E+11,Hearth_-_Vulnerability_To_Erosion,Hearth_-_Vulnerability_To_Erosion,Vulnerability to Erosion,Hearth,{high},high,3,103_high rills cutting in no finds in rills.jpg,101_high rills shell.jpg;102_high adjacent rills fragile feature.jpg;103_high rills cutting in no finds in rills.jpg;104_high hearth sand gully edge.jpg;105_high mobile sand covering.jpg;106_high small bones mod slope.jpg,"High probability of material being removed by erosion, or of the hearth losing its integrity, e.g. relatively steep slope with incipient rills and/or in loose sandy sediment",,,,
1.69E+11,1.69154E+11,Hearth_-_Vulnerability_To_Erosion,Hearth_-_Vulnerability_To_Erosion,Vulnerability to Erosion,Hearth,{extreme},extreme,4,110_extreme hearth gully edge.jpg,107_extreme cut by deep rills.jpg;108_extreme.jpg;109_extreme fragile on mod slope inc rill.jpg;110_extreme hearth gully edge.jpg,"Hearth material is in imminent danger of rapid removal and loss, e.g. edge of eroding residual or deep rill, in gully wall, on a steep slope- washed surface, or in loose sandy sediment",,,,
1.69E+11,1.69154E+11,Hearth_-_Palaeotopographic_Setting,Hearth_-_Palaeotopographic_Setting,Palaeotopographic Setting,Hearth,{foredune},foredune,1,111_foredune backdune.jpg,111_foredune backdune.jpg;112_foredune crest.jpg;113_foredune.jpg;114_foredune & crest & backdune.jpg,Stratigraphic layers are sloping towards the lakebed,,,,
1.69E+11,1.69154E+11,Hearth_-_Palaeotopographic_Setting,Hearth_-_Palaeotopographic_Setting,Palaeotopographic Setting,Hearth,{backdune},backdune,2,116_backdune.jpg,111_foredune backdune.jpg;114_foredune & crest & backdune.jpg;115_backdune.jpg;116_backdune.jpg,Stratigraphic layers are sloping towards the hinterland,,,,
1.69E+11,1.69154E+11,Hearth_-_Palaeotopographic_Setting,Hearth_-_Palaeotopographic_Setting,Palaeotopographic Setting,Hearth,{crest},crest,3,118_crest 7.jpg,112_foredune crest.jpg;114_foredune & crest & backdune.jpg;117_crest 2.jpg;118_crest 7.jpg,"Crest of dune, stratigraphic layers slope away, towards both lakebed and hinterland",,,,
1.69E+11,1.69154E+11,Hearth_-_Palaeotopographic_Setting,Hearth_-_Palaeotopographic_Setting,Palaeotopographic Setting,Hearth,{beach},beach,4,120_beach section.jpg,119_beach3.jpg;120_beach section.jpg,An area of rounded cobbles or gravels in distinct horizon,,,,
1.69E+11,1.69154E+11,Hearth_-_Palaeotopographic_Setting,Hearth_-_Palaeotopographic_Setting,Palaeotopographic Setting,Hearth,{spit},spit,5,,,Projection from dune into lakebed,,,,
1.69E+11,1.69154E+11,Hearth_-_Stratigraphic_Unit,Hearth_-_Stratigraphic_Unit,Palaeotopographic Setting,Hearth,{allfan},allfan,6,124_alluvial fan lake floor.jpg,121_Mungo lunette.jpg;122_air photo all fan.jpg;123_air photo lake bed.jpg;124_alluvial fan lake floor.jpg,ancient alluvial fan,,,,
1.69E+11,1.69154E+11,Hearth_-_Palaeotopographic_Setting,Hearth_-_Palaeotopographic_Setting,Palaeotopographic Setting,Hearth,{lakebed},lakebed,6,125_lakebed.jpg,125_lakebed.jpg,Lakebed sediments,,,,
1.69E+11,1.69154E+11,Hearth_-_Palaeotopographic_Setting,Hearth_-_Palaeotopographic_Setting,Palaeotopographic Setting,Hearth,{other},other,8,,,"palaeotopographic setting not described by any of the above, eg. palaeogully or palaeogully fill",,,,
1.69E+11,1.69154E+11,Hearth_-_Palaeotopographic_Setting,Hearth_-_Palaeotopographic_Setting,Palaeotopographic Setting,Hearth,{indet},indet,7,126_indet & backdune.jpg,126_indet & backdune.jpg,Indeterminate,,,,
1.69E+11,1.69154E+11,Hearth_-_Photos,Hearth_-_Photos,Photos,Hearth,,,,,534_368 setting.jpg;535_368 feature.jpg,"Take 2 images:_x000D_1.     landscape/stratigraphic setting (to aid re-location), include horizon and nearby landmarks that will have some longevity_x000D_2.     the feature itself (to aid identification) -- include the critical components of the feature like the in situ portion of a hearth or bone cluster",,,description was copied here by error,
1.69E+11,1.69154E+11,Hearth_-_Notes,Hearth_-_Notes,Notes,Hearth,,,,,,,,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_material,HearthAssoc_-_Associated_material,Associated within feature,Hearth Associated Materials,{none},none,1,,361_frag.JPG,no associated finds within the hearth or cluster of hearth material,,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_material,HearthAssoc_-_Associated_material,Associated within feature,Hearth Associated Materials,{lacust},lacust,1,,492_no.jpg,"Lacustrine material (including fish bone, otoliths, mussels)",,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_material,HearthAssoc_-_Associated_material,Associated within feature,Hearth Associated Materials,{terrbone},terrbone,2,,493_terrbone.jpg,Terrestrial bone material,,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_material,HearthAssoc_-_Associated_material,Associated within feature,Hearth Associated Materials,{unidentbone},unidentbone,,,425_unident_long bone elements.jpg,"Potentially diagnostic features are present (articular ends, muscle markings, teeth, distinctive size/shape) but could not be identified by recorder",,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_material,HearthAssoc_-_Associated_material,Associated within feature,Hearth Associated Materials,{undiagbone},undiagbone,4,,428_undiag.jpg;430_undiag.jpg,"Shape and size are not diagnostic of taxon and no other diagnostic features are preserved (teeth, muscle markings, articular ends) ",,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_material,HearthAssoc_-_Associated_material,Associated within feature,Hearth Associated Materials,{eggshell},eggshell,5,,324_other_emuegg.jpg;323_other_emueggburnt.jpg,"Emu, Genyornis or other eggshell",,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_material,HearthAssoc_-_Associated_material,Associated within feature,Hearth Associated Materials,{stoneart},stoneart,6,,494_stoneart.jpg,"Chipped, unmodified or ground stone",,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_material,HearthAssoc_-_Associated_material,Associated within feature,Hearth Associated Materials,{otherwork},otherwork,10,,134_ochrenod.jpg;128_bonemod.jpg,Other worked or transported material,,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_lacustrine_material,HearthAssoc_-_Associated_lacustrine_material,Associated lacustrine material,Hearth Associated Materials,{mussel},mussel,1,,492_no.jpg,Mussel shell or shell fragment,,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_lacustrine_material,HearthAssoc_-_Associated_lacustrine_material,Associated lacustrine material,Hearth Associated Materials,{fishbone},fishbone,1,,453_fish_skeleton.jpg;452_fish.jpg;451_fishbone otoliths.jpg;454_otoliths & fishbone.jpg;,"Common taxa are Golden Perch, Silver Perch & Murray Cod but other taxa could be present; identified on basis of otoliths",,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_lacustrine_material,HearthAssoc_-_Associated_lacustrine_material,Associated lacustrine material,Hearth Associated Materials,{otoliths},otoliths,2,,417_otoliths_golden perch.jpg;418_otoliths_silverperch.jpg;419_otoliths_murraycod.jpg,"Fish ear bone, diagnostic of taxon; common taxa are Golden Perch, Silver Perch, Murray Cod (if identified, record in annotations)",,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_lacustrine_material,HearthAssoc_-_Associated_lacustrine_material,Associated lacustrine material,Hearth Associated Materials,{gastrolith},glith,3,,422_glith.jpg,Gastroliths,,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_lacustrine_material,HearthAssoc_-_Associated_lacustrine_material,Associated lacustrine material,Hearth Associated Materials,{exoskel},exoskel,4,,423_exoskel.jpg,Exoskeleton,,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_lacustrine_material,HearthAssoc_-_Associated_lacustrine_material,Associated lacustrine material,Hearth Associated Materials,{scute},scute,,,424_scute.jpg,Bony plate from the shell of a turtle,,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_lacustrine_material,HearthAssoc_-_Associated_lacustrine_material,Associated lacustrine material,Hearth Associated Materials,{other},other,5,,,Other acquatic taxa not listed above (record in annotations),,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Burnt_lacustrine_material,HearthAssoc_-_Burnt_lacustrine_material,Burnt lacustrine material,Hearth Associated Materials,{Yes},Yes,1,,451_fishbone otoliths.jpg;491_yes.jpg,Calcined or charred material present,,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Burnt_lacustrine_material,HearthAssoc_-_Burnt_lacustrine_material,Burnt lacustrine material,Hearth Associated Materials,{No},No,2,,496_no.jpg,none of the material is charred or calcined,,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Burnt_lacustrine_material,HearthAssoc_-_Burnt_lacustrine_material,Burnt lacustrine material,Hearth Associated Materials,{indet},indet,3,,,"Cannot determine because material is embedded in sediment, covered with other material or with a sand veneer",,,,
,#N/A,#N/A,,,,{good},good,1,,282_good.jpg,"Majority of shell is whole or near whole, or articulated",,add Bivalve Preservation when mussel is selected,find parent attribute,
,#N/A,#N/A,,,,{moderate},moderate,2,,271_none.jpg;529_moderate.jpg,Mixture of fragmented and near whole shell,,add Bivalve Preservation when mussel is selected,find parent attribute,
,#N/A,#N/A,,,,{poor},poor,3,,284_poor.jpg;520_poor shell no charcoal.jpg,Majority of shell is highly fragmented,,add Bivalve Preservation when mussel is selected,find parent attribute,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_terrestrial_bone,HearthAssoc_-_Associated_terrestrial_bone,Associated terrestrial bone,Hearth Associated Materials,{wombat},wombat,,,396_cran+teeth.jpg;414_allparts.jpg,"Wombats have a distinctive morphology: broad flat skull, 2 incisors, no canine, molars that grow continuosly; they often died in their burrows, so are common in the record",,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_terrestrial_bone,HearthAssoc_-_Associated_terrestrial_bone,Associated terrestrial bone,Hearth Associated Materials,{bettong},bettong,,,528_bettong cranium & maxilla.jpg;403_mand+teeth.jpg,"Small burrowing marsupial with a distinctive, crested pre-molar, common in the record",,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_terrestrial_bone,HearthAssoc_-_Associated_terrestrial_bone,Associated terrestrial bone,Hearth Associated Materials,{macropod},macropod,,,434_macropod_skull&jaw.jpg,"Kangaroos (Western Grey, Eastern Grey, Red Kangaroo) and wallabies (e.g. hare-wallaby, nail-tail wallaby)",,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_terrestrial_bone,HearthAssoc_-_Associated_terrestrial_bone,Associated terrestrial bone,Hearth Associated Materials,{smallmars},smallmars,,,437_smallmars_Dasyurid.jpg,"Small marsupial other than bettong, for example, bandicoot, dasyurid, dunnart",,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_terrestrial_bone,HearthAssoc_-_Associated_terrestrial_bone,Associated terrestrial bone,Hearth Associated Materials,{rodent},rodent,,,442_rodent.jpg,Small mammal with distinctive incisors in upper & lower jaws,,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_terrestrial_bone,HearthAssoc_-_Associated_terrestrial_bone,Associated terrestrial bone,Hearth Associated Materials,{mammal},mammal,1,,365_insitbo_section.JPG;501_unidentbone.jpg;499_terrbone.jpg;514_mammal bone.jpg,characteristic of terrestrial mammal bone but more precise taxonomic identification not made,,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_terrestrial_bone,HearthAssoc_-_Associated_terrestrial_bone,Associated terrestrial bone,Hearth Associated Materials,{reptile},reptile,3,,382_most_snake.jpg;444_reptile_small.jpg;445_reptile_large.jpg;513_reptile jaw.jpg,"turtles, snakes and lizards",,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_terrestrial_bone,HearthAssoc_-_Associated_terrestrial_bone,Associated terrestrial bone,Hearth Associated Materials,{emu},emu,,,449_emu skeleton.jpg;447_emu_Skull.jpg;446_emu_PelvicGirdle.jpg,most emu bones are heavy and solid in contrast to those of flying birds which are lightweight & hollow,,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_terrestrial_bone,HearthAssoc_-_Associated_terrestrial_bone,Associated terrestrial bone,Hearth Associated Materials,{birdbone},birdother,2,,450_birdother.jpg,"bird other than emu; many bird bones are hollow, others have air pockets within semi-hollow bones",,,,
1.69E+11,1.69154E+11,HearthAssoc_-_Associated_terrestrial_bone,HearthAssoc_-_Associated_terrestrial_bone,Associated terrestrial bone,Hearth Associated Materials,{other},other,4,,438_carnivore_Thylacine.jpg;440_carnivore_TasmanianDevil.jpg;443_mega.jpg;530_Other_echidna.jpg,"megafauna, amphibian, carnivore or a more precise taxonomic identification not listed above (record in annotations)",,,,
